"gsis_id","depth_bin","field_third","attempts","completions","completion_pct","air_yards","yards_per_attempt","epa_per_attempt_raw","success_rate","td_rate","int_rate","explosive_rate","first_down_rate","yac","attempts_total","attempts_charted","attempts_uncharted","epa_overall","attempt_share","epa_per_attempt","evidence_class","output_class","window"
"00-0026993","SHORT","LEFT",121,81,0.669421487603306,4.30578512396694,5.56198347107438,0.123518424258447,0.520661157024793,0.0413223140495868,0.00826446280991737,0.0495867768595041,0.355371900826446,4,731,731,0,0.06086254316176,0.165526675786594,0.102748518922529,"STRONG","OBSERVED","career"
"00-0026993","SHORT","MIDDLE",97,59,0.608247422680412,4.8659793814433,4.79381443298969,0.0837786661734042,0.45360824742268,0.0824742268041237,0,0.0309278350515464,0.329896907216495,2.94915254237288,731,731,0,0.06086254316176,0.132694938440492,0.0750209121562153,"MODERATE","OBSERVED","career"
"00-0026993","SHORT","RIGHT",153,82,0.535947712418301,3.89542483660131,5.13725490196078,-0.18069903245033,0.392156862745098,0.0261437908496732,0.0522875816993464,0.0588235294117647,0.261437908496732,5.45121951219512,731,731,0,0.06086254316176,0.209302325581395,-0.112653518193403,"STRONG","OBSERVED","career"
"00-0026993","INTERMEDIATE","LEFT",68,27,0.397058823529412,13.4411764705882,7.01470588235294,-0.166007484282704,0.397058823529412,0.0441176470588235,0.0588235294117647,0.25,0.382352941176471,3.77777777777778,731,731,0,0.06086254316176,0.0930232558139535,-0.0596621589181114,"MODERATE","OBSERVED","career"
"00-0026993","INTERMEDIATE","MIDDLE",42,23,0.547619047619048,14.1428571428571,10.1904761904762,0.193565740319409,0.523809523809524,0.0476190476190476,0.0714285714285714,0.333333333333333,0.523809523809524,4.91304347826087,731,731,0,0.06086254316176,0.0574555403556772,0.115505036109027,"MODERATE","OBSERVED","career"
"00-0026993","INTERMEDIATE","RIGHT",68,28,0.411764705882353,13.5294117647059,7.4264705882353,0.199894240855231,0.411764705882353,0.0147058823529412,0.0147058823529412,0.235294117647059,0.367647058823529,3.89285714285714,731,731,0,0.06086254316176,0.0930232558139535,0.134723132561416,"MODERATE","OBSERVED","career"
"00-0026993","DEEP","LEFT",49,16,0.326530612244898,28.8163265306122,12.7551020408163,0.605379094937736,0.346938775510204,0.0612244897959184,0.0204081632653061,0.326530612244898,0.326530612244898,11,731,731,0,0.06086254316176,0.06703146374829,0.30564521322619,"MODERATE","OBSERVED","career"
"00-0026993","DEEP","MIDDLE",22,10,0.454545454545454,29.6363636363636,16,1.13171756912594,0.454545454545454,0.0909090909090909,0.0909090909090909,0.454545454545455,0.454545454545454,8.2,731,731,0,0.06086254316176,0.0300957592339261,0.34816511110337,"WEAK","OBSERVED","career"
"00-0026993","DEEP","RIGHT",47,11,0.234042553191489,31.3404255319149,8.21276595744681,-0.057910616020381,0.234042553191489,0.0212765957446808,0.0425531914893617,0.234042553191489,0.234042553191489,6.45454545454546,731,731,0,0.06086254316176,0.0642954856361149,0.00869115548362329,"MODERATE","OBSERVED","career"
"00-0027253","BEHIND_LOS","LEFT",12,10,0.833333333333333,-3.66666666666667,2.75,-0.156987339389161,0.25,0,0,0.0833333333333333,0.0833333333333333,6.6,189,189,0,0.11743555020374,0.0634920634920635,0.0716984019382562,"INSUFFICIENT","OBSERVED","career"
"00-0027253","BEHIND_LOS","MIDDLE",1,1,1,-1,0,0.873877853504382,1,0,0,0,1,1,189,189,0,0.11743555020374,0.00529100529100529,0.129836243700472,"INSUFFICIENT","OBSERVED","career"
"00-0027253","BEHIND_LOS","RIGHT",15,11,0.733333333333333,-3.2,4.33333333333333,-0.160454273716702,0.4,0,0,0,0.0666666666666667,9.18181818181818,189,189,0,0.11743555020374,0.0793650793650794,0.0618575854196514,"WEAK","OBSERVED","career"
"00-0027253","SHORT","LEFT",34,19,0.558823529411765,4.91176470588235,4.47058823529412,-0.208047786835138,0.441176470588235,0.0294117647058823,0,0,0.176470588235294,3.21052631578947,189,189,0,0.11743555020374,0.17989417989418,-0.000292465320960708,"WEAK","OBSERVED","career"
"00-0027253","SHORT","MIDDLE",27,19,0.703703703703704,4.37037037037037,6.92592592592593,0.0975303303631436,0.481481481481482,0,0,0.111111111111111,0.407407407407407,5.26315789473684,189,189,0,0.11743555020374,0.142857142857143,0.111258068184244,"WEAK","OBSERVED","career"
"00-0027253","SHORT","RIGHT",31,22,0.709677419354839,4.96774193548387,5.19354838709677,0.0178869620442577,0.516129032258065,0,0.032258064516129,0.032258064516129,0.387096774193548,2.63636363636364,189,189,0,0.11743555020374,0.164021164021164,0.0835233937977623,"WEAK","OBSERVED","career"
"00-0027253","INTERMEDIATE","LEFT",20,9,0.45,13.5,6.2,0.362630447702184,0.45,0.1,0.05,0.05,0.4,1.22222222222222,189,189,0,0.11743555020374,0.105820105820106,0.178734274578351,"WEAK","OBSERVED","career"
"00-0027253","INTERMEDIATE","MIDDLE",10,5,0.5,14.1,9.2,0.276849957014201,0.5,0.1,0.1,0.4,0.5,5,189,189,0,0.11743555020374,0.0529100529100529,0.140209036890948,"INSUFFICIENT","OBSERVED","career"
"00-0027253","INTERMEDIATE","RIGHT",15,10,0.666666666666667,13.4,11.2,0.366309940256178,0.6,0,0,0.4,0.466666666666667,3.3,189,189,0,0.11743555020374,0.0793650793650794,0.167210428214227,"WEAK","OBSERVED","career"
"00-0027253","DEEP","LEFT",13,5,0.384615384615385,28.5384615384615,15.5384615384615,0.634801000749624,0.384615384615385,0,0.0769230769230769,0.384615384615385,0.384615384615385,10.6,189,189,0,0.11743555020374,0.0687830687830688,0.209569123588623,"INSUFFICIENT","OBSERVED","career"
"00-0027253","DEEP","MIDDLE",2,0,0,39.5,0,-1.08570025861263,0,0,0,0,0,,189,189,0,0.11743555020374,0.0105820105820106,0.0786247176612761,"INSUFFICIENT","OBSERVED","career"
"00-0027253","DEEP","RIGHT",9,4,0.444444444444444,29.4444444444444,12.4444444444444,0.8779048002325,0.444444444444444,0.111111111111111,0,0.444444444444444,0.444444444444444,2.25,189,189,0,0.11743555020374,0.0476190476190476,0.216627191511839,"INSUFFICIENT","OBSERVED","career"
"00-0027659","BEHIND_LOS","LEFT",11,11,1,-3.18181818181818,4.18181818181818,-0.298120295812944,0.181818181818182,0,0,0,0.0909090909090909,7.36363636363636,173,173,0,-0.17363685559931,0.0635838150289017,-0.192923022392971,"INSUFFICIENT","OBSERVED","career"
"00-0027659","BEHIND_LOS","MIDDLE",0,0,,,,,,,,,,,173,173,0,-0.17363685559931,0,-0.17363685559931,"INSUFFICIENT","OBSERVED","career"
"00-0027659","BEHIND_LOS","RIGHT",10,9,0.9,-2.1,2.6,-0.209486359305447,0.3,0,0,0,0.2,5,173,173,0,-0.17363685559931,0.0578034682080925,-0.178758213271615,"INSUFFICIENT","OBSERVED","career"
"00-0027659","SHORT","LEFT",41,25,0.609756097560976,3.31707317073171,4.17073170731707,-0.0789412838767464,0.341463414634146,0.048780487804878,0,0.048780487804878,0.219512195121951,3.48,173,173,0,-0.17363685559931,0.236994219653179,-0.135196078959457,"MODERATE","OBSERVED","career"
"00-0027659","SHORT","MIDDLE",17,14,0.823529411764706,3.70588235294118,5.88235294117647,0.130328958100804,0.470588235294118,0,0,0,0.235294117647059,3.92857142857143,173,173,0,-0.17363685559931,0.0982658959537572,-0.106527520107077,"WEAK","OBSERVED","career"
"00-0027659","SHORT","RIGHT",33,17,0.515151515151515,3.78787878787879,4.06060606060606,-0.634345614695287,0.363636363636364,0,0.0606060606060606,0.0303030303030303,0.212121212121212,4.23529411764706,173,173,0,-0.17363685559931,0.190751445086705,-0.337114157214011,"WEAK","OBSERVED","career"
"00-0027659","INTERMEDIATE","LEFT",23,10,0.434782608695652,13.9565217391304,7.52173913043478,0.0132147121341828,0.434782608695652,0,0,0.304347826086957,0.434782608695652,2.3,173,173,0,-0.17363685559931,0.132947976878613,-0.121858710323763,"WEAK","OBSERVED","career"
"00-0027659","INTERMEDIATE","MIDDLE",3,1,0.333333333333333,13,5.66666666666667,-1.54589694850923,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,6,173,173,0,-0.17363685559931,0.0173410404624277,-0.238982574309306,"INSUFFICIENT","OBSERVED","career"
"00-0027659","INTERMEDIATE","RIGHT",10,4,0.4,13.6,8.7,-0.0308292130939662,0.4,0,0,0.2,0.4,8,173,173,0,-0.17363685559931,0.0578034682080925,-0.153235763812832,"INSUFFICIENT","OBSERVED","career"
"00-0027659","DEEP","LEFT",10,5,0.5,26.6,15.8,0.796138562751003,0.5,0.1,0.1,0.5,0.5,2.6,173,173,0,-0.17363685559931,0.0578034682080925,-0.0350975101206935,"INSUFFICIENT","OBSERVED","career"
"00-0027659","DEEP","MIDDLE",0,0,,,,,,,,,,,173,173,0,-0.17363685559931,0,-0.17363685559931,"INSUFFICIENT","OBSERVED","career"
"00-0027659","DEEP","RIGHT",15,2,0.133333333333333,28.8666666666667,3.33333333333333,-0.401994971042344,0.133333333333333,0.0666666666666667,0.0666666666666667,0.133333333333333,0.133333333333333,1.5,173,173,0,-0.17363685559931,0.0867052023121387,-0.219308478687916,"WEAK","OBSERVED","career"
"00-0027688","BEHIND_LOS","LEFT",43,38,0.883720930232558,-3.04651162790698,3.90697674418605,-0.29743551153982,0.27906976744186,0,0,0.0697674418604651,0.0930232558139535,7.3421052631579,533,533,0,0.0660142814275792,0.0806754221388368,-0.0857171855393933,"MODERATE","OBSERVED","career"
"00-0027688","BEHIND_LOS","MIDDLE",10,8,0.8,-3,2,-0.142936553264735,0.4,0.1,0,0,0.3,5.625,533,533,0,0.0660142814275792,0.0187617260787993,0.03616416218582,"INSUFFICIENT","OBSERVED","career"
"00-0027688","BEHIND_LOS","RIGHT",48,38,0.791666666666667,-3.3125,4.70833333333333,-0.401628836615008,0.270833333333333,0.0208333333333333,0.0208333333333333,0.0416666666666667,0.125,9.10526315789474,533,533,0,0.0660142814275792,0.0900562851782364,-0.141827104369126,"MODERATE","OBSERVED","career"
"00-0027688","SHORT","LEFT",94,76,0.808510638297872,4.3936170212766,7.38297872340426,0.406165065345719,0.585106382978723,0.0425531914893617,0,0.0957446808510638,0.372340425531915,5.06578947368421,533,533,0,0.0660142814275792,0.176360225140713,0.273638785897093,"MODERATE","OBSERVED","career"
"00-0027688","SHORT","MIDDLE",82,62,0.75609756097561,4.58536585365854,6.08536585365854,-0.0947626763812089,0.439024390243902,0.024390243902439,0.024390243902439,0.048780487804878,0.280487804878049,3.38709677419355,533,533,0,0.0660142814275792,0.153846153846154,-0.0268287505465097,"MODERATE","OBSERVED","career"
"00-0027688","SHORT","RIGHT",98,67,0.683673469387755,4.05102040816327,5.42857142857143,0.0924342683565435,0.479591836734694,0.0204081632653061,0,0.0510204081632653,0.26530612244898,3.8955223880597,533,533,0,0.0660142814275792,0.183864915572233,0.0824013619278229,"MODERATE","OBSERVED","career"
"00-0027688","INTERMEDIATE","LEFT",41,25,0.609756097560976,14.4634146341463,10.1707317073171,0.377843355912083,0.609756097560976,0.024390243902439,0.048780487804878,0.365853658536585,0.609756097560976,2.16,533,533,0,0.0660142814275792,0.0769230769230769,0.192598361168813,"MODERATE","OBSERVED","career"
"00-0027688","INTERMEDIATE","MIDDLE",29,17,0.586206896551724,14.2758620689655,10.0344827586207,0.0339201185679108,0.586206896551724,0,0.137931034482759,0.310344827586207,0.586206896551724,3.58823529411765,533,533,0,0.0660142814275792,0.0544090056285178,0.0555566328553277,"WEAK","OBSERVED","career"
"00-0027688","INTERMEDIATE","RIGHT",43,19,0.441860465116279,13.7209302325581,6.95348837209302,0.104481853927804,0.441860465116279,0,0,0.209302325581395,0.395348837209302,2,533,533,0,0.0660142814275792,0.0806754221388368,0.082073559267479,"MODERATE","OBSERVED","career"
"00-0027688","DEEP","LEFT",27,7,0.259259259259259,26.7037037037037,8.37037037037037,-0.106060031191132,0.296296296296296,0.0740740740740741,0.0740740740740741,0.259259259259259,0.296296296296296,7.28571428571429,533,533,0,0.0660142814275792,0.050656660412758,0.0126119085459101,"WEAK","OBSERVED","career"
"00-0027688","DEEP","MIDDLE",7,3,0.428571428571429,28.8571428571429,17.5714285714286,0.455111489947231,0.428571428571429,0,0.142857142857143,0.428571428571429,0.428571428571429,6.33333333333333,533,533,0,0.0660142814275792,0.0131332082551595,0.106666228586349,"INSUFFICIENT","OBSERVED","career"
"00-0027688","DEEP","RIGHT",11,4,0.363636363636364,28.8181818181818,15.5454545454545,0.720473942897198,0.363636363636364,0.0909090909090909,0,0.363636363636364,0.363636363636364,9.5,533,533,0,0.0660142814275792,0.0206378986866792,0.167409440246816,"INSUFFICIENT","OBSERVED","career"
"00-0027754","BEHIND_LOS","LEFT",2,1,0.5,-3,2,-0.853022376848017,0.5,0,0,0,0,6,200,200,0,-0.182083916333633,0.01,-0.203727092479258,"INSUFFICIENT","OBSERVED","career"
"00-0027754","BEHIND_LOS","MIDDLE",3,1,0.333333333333333,-4,3,-0.127509614142279,0.333333333333333,0,0,0,0,12,200,200,0,-0.182083916333633,0.015,-0.179485140038807,"INSUFFICIENT","OBSERVED","career"
"00-0027754","BEHIND_LOS","RIGHT",17,14,0.823529411764706,-3.52941176470588,4.58823529411765,-0.561298397862216,0.235294117647059,0,0.0588235294117647,0.117647058823529,0.176470588235294,9.28571428571429,200,200,0,-0.182083916333633,0.085,-0.26580659407371,"WEAK","OBSERVED","career"
"00-0027754","SHORT","LEFT",36,21,0.583333333333333,4.33333333333333,5.30555555555556,-0.109153078931146,0.444444444444444,0.0277777777777778,0.0277777777777778,0.0555555555555556,0.305555555555556,5.47619047619048,200,200,0,-0.182083916333633,0.18,-0.1547348523077,"WEAK","OBSERVED","career"
"00-0027754","SHORT","MIDDLE",29,15,0.517241379310345,4.6551724137931,5.62068965517241,-0.362029406364509,0.413793103448276,0.0344827586206897,0.0344827586206897,0.137931034482759,0.241379310344828,6.33333333333333,200,200,0,-0.182083916333633,0.145,-0.240717840051559,"WEAK","OBSERVED","career"
"00-0027754","SHORT","RIGHT",46,31,0.673913043478261,4.06521739130435,4.28260869565217,-0.160492908710785,0.456521739130435,0,0,0.0217391304347826,0.195652173913043,2.38709677419355,200,200,0,-0.182083916333633,0.23,-0.172714233780322,"MODERATE","OBSERVED","career"
"00-0027754","INTERMEDIATE","LEFT",13,6,0.461538461538462,13.3076923076923,7.46153846153846,-0.00114335365539698,0.384615384615385,0,0,0.230769230769231,0.384615384615385,3.16666666666667,200,200,0,-0.182083916333633,0.065,-0.149861624349838,"INSUFFICIENT","OBSERVED","career"
"00-0027754","INTERMEDIATE","MIDDLE",16,9,0.5625,13.5,9.25,0.27261019967591,0.5625,0,0.125,0.375,0.5625,3.77777777777778,200,200,0,-0.182083916333633,0.08,-0.0863588392789925,"WEAK","OBSERVED","career"
"00-0027754","INTERMEDIATE","RIGHT",23,8,0.347826086956522,14.1304347826087,6.30434782608696,-0.320850104579459,0.347826086956522,0,0.0869565217391304,0.217391304347826,0.347826086956522,5,200,200,0,-0.182083916333633,0.115,-0.220537197413802,"WEAK","OBSERVED","career"
"00-0027754","DEEP","LEFT",6,0,0,23.1666666666667,0,-0.737472795726111,0,0,0,0,0,,200,200,0,-0.182083916333633,0.03,-0.232573814460222,"INSUFFICIENT","OBSERVED","career"
"00-0027754","DEEP","MIDDLE",3,2,0.666666666666667,30.6666666666667,21,1.40880380497159,0.666666666666667,0,0,0.666666666666667,0.666666666666667,2.5,200,200,0,-0.182083916333633,0.015,-0.106327358176242,"INSUFFICIENT","OBSERVED","career"
"00-0027754","DEEP","RIGHT",6,1,0.166666666666667,31,6.16666666666667,0.0426631145528518,0.166666666666667,0,0.333333333333333,0.166666666666667,0.166666666666667,1,200,200,0,-0.182083916333633,0.03,-0.161652368071225,"INSUFFICIENT","OBSERVED","career"
"00-0027854","BEHIND_LOS","LEFT",126,104,0.825396825396825,-3.04761904761905,5.19047619047619,-0.103441691382746,0.380952380952381,0.00793650793650796,0,0.0714285714285714,0.214285714285714,9.375,2012,2011,1,0.105177837804555,0.0626553953257086,-0.0361450690642618,"STRONG","OBSERVED","career"
"00-0027854","BEHIND_LOS","MIDDLE",9,3,0.333333333333333,-2.77777777777778,0.333333333333333,-0.583538835088903,0.111111111111111,0,0,0,0,3.33333333333333,2012,2011,1,0.105177837804555,0.00447538538040776,0.015345228296713,"INSUFFICIENT","OBSERVED","career"
"00-0027854","BEHIND_LOS","RIGHT",169,140,0.828402366863905,-3.15384615384615,4.47337278106509,-0.177262126683517,0.337278106508876,0.00591715976331361,0.00591715976331361,0.0710059171597633,0.171597633136095,8.45714285714286,2012,2011,1,0.105177837804555,0.0840377921432123,-0.103260389263061,"STRONG","OBSERVED","career"
"00-0027854","SHORT","LEFT",387,275,0.710594315245478,3.93798449612403,5.38759689922481,-0.007325630847879,0.51421188630491,0.0232558139534883,0.00775193798449611,0.0387596899224806,0.322997416020672,3.85818181818182,2012,2011,1,0.105177837804555,0.192441571357534,0.0077755058839914,"STRONG","OBSERVED","career"
"00-0027854","SHORT","MIDDLE",283,199,0.703180212014134,4.46996466431095,5.48056537102473,-0.00196267356714339,0.498233215547703,0.0424028268551237,0.0212014134275619,0.03886925795053,0.268551236749117,3.4321608040201,2012,2011,1,0.105177837804555,0.140726006961711,0.016779106847731,"STRONG","OBSERVED","career"
"00-0027854","SHORT","RIGHT",486,323,0.664609053497942,3.73868312757202,5.23456790123457,0.0951995398529585,0.506172839506173,0.0452674897119342,0.0102880658436214,0.0555555555555556,0.314814814814815,4.19504643962848,2012,2011,1,0.105177837804555,0.241670810542019,0.0962960561113758,"STRONG","OBSERVED","career"
"00-0027854","INTERMEDIATE","LEFT",116,60,0.517241379310345,13.5948275862069,8.87931034482759,0.271536654855994,0.517241379310345,0.0344827586206896,0.0258620689655172,0.275862068965517,0.491379310344828,3.35,2012,2011,1,0.105177837804555,0.0576827449030333,0.214823421770277,"STRONG","OBSERVED","career"
"00-0027854","INTERMEDIATE","MIDDLE",76,51,0.671052631578947,14.0263157894737,14.421052631579,0.991751540123378,0.68421052631579,0.0789473684210526,0.0394736842105263,0.407894736842105,0.68421052631579,7.1764705882353,2012,2011,1,0.105177837804555,0.0377921432123322,0.600616083218015,"MODERATE","OBSERVED","career"
"00-0027854","INTERMEDIATE","RIGHT",151,75,0.496688741721854,13.7814569536424,9.09933774834437,0.246236061731075,0.496688741721854,0.0463576158940397,0.0397350993377484,0.271523178807947,0.490066225165563,4.53333333333333,2012,2011,1,0.105177837804555,0.0750870213823968,0.206124718434434,"STRONG","OBSERVED","career"
"00-0027854","DEEP","LEFT",96,38,0.395833333333333,28.4583333333333,12.46875,0.372359093313124,0.395833333333333,0.0416666666666666,0.0625,0.395833333333333,0.395833333333333,4.71052631578947,2012,2011,1,0.105177837804555,0.0477374440576827,0.269597071963674,"MODERATE","OBSERVED","career"
"00-0027854","DEEP","MIDDLE",37,17,0.45945945945946,31.8648648648649,16,0.466883215809855,0.405405405405405,0.135135135135135,0.0540540540540541,0.45945945945946,0.405405405405405,5.58823529411765,2012,2011,1,0.105177837804555,0.0183988065638986,0.243147930445752,"WEAK","OBSERVED","career"
"00-0027854","DEEP","RIGHT",75,25,0.333333333333333,28.24,11.88,0.273037228240559,0.333333333333333,0.106666666666667,0.0666666666666667,0.333333333333333,0.333333333333333,8.44,2012,2011,1,0.105177837804555,0.0372948781700646,0.198433054713446,"MODERATE","OBSERVED","career"
"00-0027939","BEHIND_LOS","LEFT",262,222,0.847328244274809,-3.57251908396947,6.07251908396946,0.00640392740529066,0.423664122137405,0.0343511450381679,0.0229007633587786,0.106870229007634,0.290076335877863,10.7117117117117,3937,3936,1,0.140187593686686,0.0665650406504065,0.0313325608738737,"STRONG","OBSERVED","career"
